Location,Name,Description,Area,Beds,Baths,Price
New Heliopolis,"Apartment, Oak Residence",A 3 bedrooms Apartment in Oak Residence by SODIC. The Apartment size is 153 m2 with 3 bathrooms with a garden of 53 m2.,153,3,3,"15,578,000 
              EGP"
Northern Expansion,"Apartment, Club Park - ICity October",A 3 bedrooms Apartment in Club Park - ICity October by Mountain View. The Apartment size is 185 m2 with 3 bathrooms.,185,3,3,"13,361,952 
              EGP"
October Gardens,"Apartment, District 2 - Moon Heights",A 3 bedrooms Apartment in District 2 - Moon Heights by Palm Hills Developments. The Apartment size is 167 m2 with 3 bathrooms.,167,3,3,"15,073,564 
              EGP"
New Cairo,"Apartment, Cleo - Palm Hills New Cairo",A 3 bedrooms Apartment in Cleo - Palm Hills New Cairo by Palm Hills Developments. The Apartment size is 154 m2 with 3 bathrooms.,154,3,3,"19,005,000 
              EGP"
New Cairo,"Penthouse, Club Park- ICity New Cairo",A 3 bedrooms Penthouse in Club Park- ICity New Cairo by Mountain View. The Penthouse size is 265 m2 with 4 bathrooms and a roof of 67 m2.,265,4,4,"19,944,947 
              EGP"
October Gardens,"Townhouse, Parkside - Owest",A 3 bedrooms Townhouse in Parkside - Owest  by Orascom Development Egypt. The Townhouse size is 169 m2 with 3 bathrooms with a garden of 231 m2.,169,3,3,"24,312,000 
              EGP"
6th of October City,"Duplex, Lagoon Beach Park Mountain View I-City October",A 3 bedrooms Duplex in Lagoon Beach Park Mountain View I-City October by Mountain View. The Duplex size is 225 m2 with 3 bathrooms.,225,3,3,"27,235,443 
              EGP"
Golden Square,"Penthouse, V Residences By Villette",A 3 bedrooms Penthouse in V Residences By Villette by SODIC. The Penthouse size is 197 m2 with 3 bathrooms and a roof of 81 m2.,197,3,3,"37,923,000 
              EGP"
October Gardens,"Duplex, Green Valley",A 3 bedrooms Duplex in Green Valley by Orascom Development Egypt. The Duplex size is 248 m2 with 4 bathrooms with a garden of 56 m2.,248,4,4,"25,184,000 
              EGP"
October Gardens,"Penthouse, Parkside - Owest",A 2 bedrooms Penthouse in Parkside - Owest  by Orascom Development Egypt. The Penthouse size is 122 m2 with 3 bathrooms.,122,3,3,"11,502,000 
              EGP"
Northern Expansion,"Apartment, Club Park - ICity October",A 4 bedrooms Apartment in Club Park - ICity October by Mountain View. The Apartment size is 190 m2 with 3 bathrooms with a garden of 49 m2.,190,3,3,"14,428,025 
              EGP"
New Heliopolis,"Apartment, Oak Residence",A 3 bedrooms Apartment in Oak Residence by SODIC. The Apartment size is 225 m2 with 3 bathrooms and a roof of 18 m2.,225,3,3,"19,004,000 
              EGP"
New Cairo,"Apartment, Cleo - Palm Hills New Cairo",A 2 bedrooms Apartment in Cleo - Palm Hills New Cairo by Palm Hills Developments. The Apartment size is 145 m2 with 3 bathrooms.,145,3,3,"19,439,000 
              EGP"
6th of October City,"Duplex, Lagoon Beach Park Mountain View I-City October",A 3 bedrooms Duplex in Lagoon Beach Park Mountain View I-City October by Mountain View. The Duplex size is 250 m2 with 3 bathrooms with a garden of 135 m2.,250,3,3,"32,341,323 
              EGP"
Golden Square,"Penthouse, V Residences By Villette",A 3 bedrooms Penthouse in V Residences By Villette by SODIC. The Penthouse size is 246 m2 with 4 bathrooms and a roof of 149 m2.,246,4,4,"46,456,000 
              EGP"
October Gardens,"Penthouse, Parkside - Owest",A 2 bedrooms Penthouse in Parkside - Owest  by Orascom Development Egypt. The Penthouse size is 122 m2 with 3 bathrooms.,125,3,3,"11,930,000 
              EGP"
Northern Expansion,"Apartment, Club Park - ICity October",A 4 bedrooms Apartment in Club Park - ICity October by Mountain View. The Apartment size is 190 m2 with 3 bathrooms with a garden of 64 m2.,190,3,3,"14,506,924 
              EGP"
New Heliopolis,"Apartment, Oak Residence",A 3 bedrooms Apartment in Oak Residence by SODIC. The Apartment size is 180 m2 with 3 bathrooms with a garden of 107 m2.,180,3,3,"19,503,000 
              EGP"
New Cairo,"Apartment, Cleo - Palm Hills New Cairo",A 2 bedrooms Apartment in Cleo - Palm Hills New Cairo by Palm Hills Developments. The Apartment size is 139 m2 with 3 bathrooms with a garden of 57 m2.,139,3,3,"19,930,000 
              EGP"
Golden Square,"Penthouse, V Residences By Villette",A 3 bedrooms Penthouse in V Residences By Villette by SODIC. The Penthouse size is 249 m2 with 4 bathrooms and a roof of 177 m2.,249,4,4,"48,919,000 
              EGP"
New Heliopolis,"Apartment, Oak Residence",A 3 bedrooms Apartment in Oak Residence by SODIC. The Apartment size is 225 m2 with 3 bathrooms and a roof of 18 m2.,225,3,3,"20,212,000 
              EGP"
October Gardens,"Penthouse, Parkside - Owest",A 3 bedrooms Penthouse in Parkside - Owest  by Orascom Development Egypt. The Penthouse size is 122 m2 with 3 bathrooms.,122,3,3,"12,062,000 
              EGP"
Northern Expansion,"Apartment, Club Park - ICity October",A 3 bedrooms Apartment in Club Park - ICity October by Mountain View. The Apartment size is 175 m2 with 3 bathrooms.,175,3,3,"15,313,377 
              EGP"
New Cairo,"Apartment, Cleo - Palm Hills New Cairo",A 3 bedrooms Apartment in Cleo - Palm Hills New Cairo by Palm Hills Developments. The Apartment size is 173 m2 with 3 bathrooms.,173,3,3,"21,392,000 
              EGP"
Golden Square,"Penthouse, V Residences By Villette",A 4 bedrooms Penthouse in V Residences By Villette by SODIC. The Penthouse size is 277 m2 with 4 bathrooms and a roof of 135 m2.,277,4,4,"54,535,000 
              EGP"
October Gardens,"Penthouse, Parkside - Owest",A 3 bedrooms Penthouse in Parkside - Owest  by Orascom Development Egypt. The Penthouse size is 122 m2 with 3 bathrooms.,122,3,3,"12,119,000 
              EGP"
Northern Expansion,"Apartment, Club Park - ICity October",A 4 bedrooms Apartment in Club Park - ICity October by Mountain View. The Apartment size is 235 m2 with 3 bathrooms.,235,3,3,"17,380,942 
              EGP"
Sidi Heneish,"Chalet, Silvertown Silversands",A 2 bedrooms Chalet in Silvertown Silversands by Ora Developers. The Chalet size is 123 m2 with 2 bathrooms and a terrace of 26 m2.,123,2,2,"20,195,000 
              EGP"
New Cairo,"Apartment, Cleo - Palm Hills New Cairo",A 3 bedrooms Apartment in Cleo - Palm Hills New Cairo by Palm Hills Developments. The Apartment size is 173 m2 with 3 bathrooms.,173,3,3,"21,446,000 
              EGP"
New Heliopolis,"Apartment, Oak Residence",A 3 bedrooms Apartment in Oak Residence by SODIC. The Apartment size is 232 m2 with 3 bathrooms and a roof of 57 m2.,232,3,3,"22,165,000 
              EGP"
October Gardens,"Penthouse, Parkside - Owest",A 2 bedrooms Penthouse in Parkside - Owest  by Orascom Development Egypt. The Penthouse size is 146 m2 with 3 bathrooms.,146,3,3,"14,441,000 
              EGP"
Northern Expansion,"Apartment, Club Park - ICity October",A 4 bedrooms Apartment in Club Park - ICity October by Mountain View. The Apartment size is 245 m2 with 3 bathrooms.,245,3,3,"17,916,978 
              EGP"
New Cairo,"Apartment, Cleo - Palm Hills New Cairo",A 3 bedrooms Apartment in Cleo - Palm Hills New Cairo by Palm Hills Developments. The Apartment size is 152 m2 with 3 bathrooms with a garden of 123 m2.,152,3,3,"22,469,000 
              EGP"
New Heliopolis,"Apartment, Oak Residence",A 3 bedrooms Apartment in Oak Residence by SODIC. The Apartment size is 238 m2 with 3 bathrooms and a roof of 52 m2.,238,3,3,"24,089,000 
              EGP"
Sidi Heneish,"Chalet, Silvertown Silversands",A 3 bedrooms Chalet in Silvertown Silversands by Ora Developers. The Chalet size is 156 m2 with 2 bathrooms and a terrace of 25 m2.,156,2,2,"26,248,000 
              EGP"
Northern Expansion,"Duplex, Club Park - ICity October",A 2 bedrooms Duplex in Club Park - ICity October by Mountain View. The Duplex size is 175 m2 with 3 bathrooms with a garden of 101 m2.,175,3,3,"16,704,644 
              EGP"
New Cairo,"Apartment, Cleo - Palm Hills New Cairo",A 3 bedrooms Apartment in Cleo - Palm Hills New Cairo by Palm Hills Developments. The Apartment size is 200 m2 with 3 bathrooms and a roof of 51 m2.,200,3,3,"25,919,000 
              EGP"
Sidi Heneish,"Chalet, Silvertown Silversands",A 3 bedrooms Chalet in Silvertown Silversands by Ora Developers. The Chalet size is 131 m2 with 2 bathrooms.,131,2,2,"26,573,000 
              EGP"
New Heliopolis,"Apartment, Oak Residence",A 3 bedrooms Apartment in Oak Residence by SODIC. The Apartment size is 268 m2 with 3 bathrooms and a roof of 73 m2.,268,3,3,"28,241,000 
              EGP"
Golden Square,"Serviced Apartment, V Residences By Villette",A 2 bedrooms Serviced Apartment in V Residences By Villette by SODIC. The Serviced Apartment size is 150 m2 with 3 bathrooms.,150,3,3,"34,575,000 
              EGP"
Northern Expansion,"Duplex, Club Park - ICity October",A 3 bedrooms Duplex in Club Park - ICity October by Mountain View. The Duplex size is 240 m2 with 3 bathrooms with a garden of 122 m2.,240,3,3,"19,671,101 
              EGP"
New Cairo,"Apartment, Cleo - Palm Hills New Cairo",A 3 bedrooms Apartment in Cleo - Palm Hills New Cairo by Palm Hills Developments. The Apartment size is 200 m2 with 3 bathrooms and a roof of 51 m2.,200,3,3,"26,558,000 
              EGP"
Sidi Heneish,"Chalet, Silvertown Silversands",A 3 bedrooms Chalet in Silvertown Silversands by Ora Developers. The Chalet size is 146 m2 with 2 bathrooms.,146,2,2,"30,167,000 
              EGP"
Golden Square,"Serviced Apartment, V Residences By Villette",A 2 bedrooms Serviced Apartment in V Residences By Villette by SODIC. The Serviced Apartment size is 162 m2 with 3 bathrooms.,162,3,3,"37,168,000 
              EGP"
Northern Expansion,"Duplex, Club Park - ICity October",A 3 bedrooms Duplex in Club Park - ICity October by Mountain View. The Duplex size is 285 m2 with 3 bathrooms and a roof of 80 m2.,285,3,3,"20,028,162 
              EGP"
Sidi Heneish,"Chalet, Silvertown Silversands",A 3 bedrooms Chalet in Silvertown Silversands by Ora Developers. The Chalet size is 131 m2 with 2 bathrooms with a garden of 109 m2.,131,2,2,"30,265,000 
              EGP"
Golden Square,"Serviced Apartment, V Residences By Villette",A 3 bedrooms Serviced Apartment in V Residences By Villette by SODIC. The Serviced Apartment size is 210 m2 with 3 bathrooms with a garden of 73 m2.,210,3,3,"49,452,000 
              EGP"
Northern Expansion,"Penthouse, Club Park - ICity October",A 4 bedrooms Penthouse in Club Park - ICity October by Mountain View. The Penthouse size is 255 m2 with 5 bathrooms and a roof of 100 m2.,255,5,5,"16,340,778 
              EGP"
Sidi Heneish,"Chalet, Silvertown Silversands",A 3 bedrooms Chalet in Silvertown Silversands by Ora Developers. The Chalet size is 144 m2 with 2 bathrooms with a garden of 158 m2.,144,2,2,"33,054,000 
              EGP"
Golden Square,"Serviced Apartment, V Residences By Villette",A 3 bedrooms Serviced Apartment in V Residences By Villette by SODIC. The Serviced Apartment size is 218 m2 with 3 bathrooms.,218,3,3,"49,485,000 
              EGP"
Northern Expansion,"Penthouse, Club Park - ICity October",A 4 bedrooms Penthouse in Club Park - ICity October by Mountain View. The Penthouse size is 265 m2 with 5 bathrooms and a roof of 40 m2.,265,5,5,"16,895,958 
              EGP"
Sidi Heneish,"Chalet, Silvertown Silversands",A 4 bedrooms Chalet in Silvertown Silversands by Ora Developers. The Chalet size is 192 m2 with 2 bathrooms.,192,2,2,"39,437,000 
              EGP"
Golden Square,"Serviced Apartment, V Residences By Villette",A 3 bedrooms Serviced Apartment in V Residences By Villette by SODIC. The Serviced Apartment size is 219 m2 with 3 bathrooms.,219,3,3,"49,487,000 
              EGP"
Northern Expansion,"Penthouse, Club Park - ICity October",A 5 bedrooms Penthouse in Club Park - ICity October by Mountain View. The Penthouse size is 315 m2 with 5 bathrooms and a roof of 95 m2.,315,5,5,"24,189,870 
              EGP"
Golden Square,"Serviced Apartment, V Residences By Villette",A 3 bedrooms Serviced Apartment in V Residences By Villette by SODIC. The Serviced Apartment size is 218 m2 with 3 bathrooms with a garden of 46 m2.,218,3,3,"50,561,000 
              EGP"
Golden Square,"Serviced Apartment, V Residences By Villette",A 3 bedrooms Serviced Apartment in V Residences By Villette by SODIC. The Serviced Apartment size is 228 m2 with 3 bathrooms.,228,3,3,"51,283,000 
              EGP"
Golden Square,"Serviced Apartment, V Residences By Villette",A 4 bedrooms Serviced Apartment in V Residences By Villette by SODIC. The Serviced Apartment size is 233 m2 with 3 bathrooms.,233,3,3,"52,171,000 
              EGP"
Golden Square,"Serviced Apartment, V Residences By Villette",A 3 bedrooms Serviced Apartment in V Residences By Villette by SODIC. The Serviced Apartment size is 235 m2 with 3 bathrooms.,235,3,3,"52,381,000 
              EGP"
Golden Square,"Serviced Apartment, V Residences By Villette",A 3 bedrooms Serviced Apartment in V Residences By Villette by SODIC. The Serviced Apartment size is 223 m2 with 3 bathrooms.,223,3,3,"52,661,000 
              EGP"
Golden Square,"Serviced Apartment, V Residences By Villette",A 4 bedrooms Serviced Apartment in V Residences By Villette by SODIC. The Serviced Apartment size is 239 m2 with 3 bathrooms.,239,3,3,"53,025,000 
              EGP"
Golden Square,"Serviced Apartment, V Residences By Villette",A 4 bedrooms Serviced Apartment in V Residences By Villette by SODIC. The Serviced Apartment size is 238 m2 with 3 bathrooms.,238,3,3,"53,047,000 
              EGP"
New Cairo,"Apartment, Zomra East",A 1 bedroom Apartment in Zomra East by Nations Of Sky. The Apartment size is 85 m2 with 2 bathrooms.,85,2,2,"8,900,000 
              EGP"
Ras El Hekma,"Apartment, Mar Bay - Ras El Hekma",A 4 bedrooms Apartment in Mar Bay - Ras El Hekma  by Al Marasem Development. The Apartment size is 190 m2 with 4 bathrooms and a roof of 50 m2.,190,4,4,"26,400,000 
              EGP"
Ras El Hekma,"Townhouse, Lyv Caesar - Ras El Hekma",A 3 bedrooms Townhouse in Lyv Caesar - Ras El Hekma by Gates Development. The Townhouse size is 175 m2 with 4 bathrooms.,175,4,4,"21,893,248 
              EGP"
Mostakbal City,"Villa, The Valleys",A 4 bedrooms Villa in The Valleys  by Hassan Allam Properties. The Villa size is 240 m2 with 4 bathrooms and a roof of 69 m2.,240,4,4,"37,315,033 
              EGP"
New Cairo,"Villa, El Patio Hills",A 3 bedrooms Villa in El Patio Hills  by La Vista Developments. The Villa size is 218 m2 with 4 bathrooms.,218,4,4,"28,800,000 
              EGP"
New Cairo,"Apartment, Zomra East",A 1 bedroom Apartment in Zomra East by Nations Of Sky. The Apartment size is 90 m2 with 2 bathrooms with a garden of 40 m2.,90,2,2,"9,600,000 
              EGP"
Ras El Hekma,"Villa, Mar Bay - Ras El Hekma",A 3 bedrooms Villa in Mar Bay - Ras El Hekma  by Al Marasem Development. The Villa size is 220 m2 with 5 bathrooms.,220,5,5,"39,900,000 
              EGP"
Ras El Hekma,"Townhouse, Lyv Caesar - Ras El Hekma",A 3 bedrooms Townhouse in Lyv Caesar - Ras El Hekma by Gates Development. The Townhouse size is 175 m2 with 4 bathrooms.,175,4,4,"22,550,042 
              EGP"
Mostakbal City,"Villa, The Valleys",A 4 bedrooms Villa in The Valleys  by Hassan Allam Properties. The Villa size is 220 m2 with 5 bathrooms and a roof of 32 m2.,220,5,5,"37,800,220 
              EGP"
